Gene_name,String_protein_id
SLC2A11-2,9606.ENSP00000400325
SLC2A12,9606.ENSP00000275230
SLC2A13,9606.ENSP00000280871
SLC2A14,9606.ENSP00000445929
SLC2A2,9606.ENSP00000323568
SLC2A3,9606.ENSP00000075120
SLC2A4,9606.ENSP00000320935
SLC2A4RG,9606.ENSP00000266077
SLC2A5,9606.ENSP00000366641
SLC2A6,9606.ENSP00000360966
SLC2A7,9606.ENSP00000383698
SLC2A8,9606.ENSP00000362469
SLC2A9,9606.ENSP00000264784
SLC30A1,9606.ENSP00000355968
SLC30A10,9606.ENSP00000355893
SLC30A2,9606.ENSP00000363394
SLC30A3,9606.ENSP00000233535
SLC30A4,9606.ENSP00000261867
SLC30A5,9606.ENSP00000379836
SLC30A6,9606.ENSP00000368648
SLC30A7,9606.ENSP00000350278
SLC30A8,9606.ENSP00000415011
SLC30A9,9606.ENSP00000264451
SLC31A1,9606.ENSP00000363329
SLC31A2,9606.ENSP00000259392
SLC32A1,9606.ENSP00000217420
SLC33A1,9606.ENSP00000496241
SLC34A1,9606.ENSP00000321424
SLC34A2,9606.ENSP00000371483
SLC34A3,9606.ENSP00000442397
SLC35A1,9606.ENSP00000358565
SLC35A2,9606.ENSP00000416002
SLC35A3,9606.ENSP00000359172
SLC35A4,9606.ENSP00000424566
SLC35A5,9606.ENSP00000417654
SLC35B1,9606.ENSP00000497423
SLC35B2,9606.ENSP00000377401
SLC35B3,9606.ENSP00000368981
SLC35B4,9606.ENSP00000367770
SLC35C1,9606.ENSP00000313318
SLC35C2,9606.ENSP00000318960
SLC35D1,9606.ENSP00000235345
SLC35D2,9606.ENSP00000253270
SLC35D3,9606.ENSP00000333591
SLC35E1,9606.ENSP00000470652
SLC35E2A,9606.ENSP00000495949
SLC35E2B,9606.ENSP00000481694
SLC35E3,9606.ENSP00000381089
SLC35E4,9606.ENSP00000339626
SLC35F1,9606.ENSP00000353557
SLC35F2,9606.ENSP00000436785
SLC35F3,9606.ENSP00000355577
SLC35F4,9606.ENSP00000452086
SLC35F5,9606.ENSP00000245680
SLC35F6,9606.ENSP00000345528
SLC35G1,9606.ENSP00000400932
SLC35G2,9606.ENSP00000400839
SLC35G3,9606.ENSP00000297307
SLC35G4,9606.ENSP00000490812
SLC35G5,9606.ENSP00000371872
SLC35G6,9606.ENSP00000396523
SLC36A1,9606.ENSP00000243389
SLC36A2,9606.ENSP00000334223
SLC36A3,9606.ENSP00000366942
SLC36A4,9606.ENSP00000317382
SLC37A1,9606.ENSP00000344648
SLC37A2,9606.ENSP00000311833
SLC37A3,9606.ENSP00000321498
SLC37A4,9606.ENSP00000476176
SLC38A1,9606.ENSP00000449756
SLC38A10,9606.ENSP00000363891
SLC38A11,9606.ENSP00000386272
SLC38A2,9606.ENSP00000256689
SLC38A3,9606.ENSP00000481301
SLC38A4,9606.ENSP00000266579
SLC38A5,9606.ENSP00000471683
SLC38A6,9606.ENSP00000346959
SLC38A7,9606.ENSP00000454646
SLC38A8,9606.ENSP00000299709
SLC38A9,9606.ENSP00000380074
SLC39A1,9606.ENSP00000357612
SLC39A10,9606.ENSP00000386766
SLC39A11,9606.ENSP00000445829
SLC39A12,9606.ENSP00000366586
SLC39A13,9606.ENSP00000354689
SLC39A14,9606.ENSP00000370635
SLC39A2,9606.ENSP00000298681
SLC39A3,9606.ENSP00000269740
SLC39A4,9606.ENSP00000301305
SLC39A5,9606.ENSP00000266980
SLC39A6,9606.ENSP00000269187
SLC39A7,9606.ENSP00000363809
SLC39A8,9606.ENSP00000378310
SLC39A9,9606.ENSP00000336887
SLC3A1,9606.ENSP00000260649
SLC3A2,9606.ENSP00000367123
SLC40A1,9606.ENSP00000261024
SLC41A1,9606.ENSP00000356105
SLC41A2,9606.ENSP00000258538
SLC41A3,9606.ENSP00000326070
SLC43A1,9606.ENSP00000278426
SLC43A2,9606.ENSP00000461382
SLC43A3,9606.ENSP00000434515
SLC44A1,9606.ENSP00000363852
SLC44A2,9606.ENSP00000466664
SLC44A3,9606.ENSP00000271227
SLC44A4,9606.ENSP00000229729
SLC44A5,9606.ENSP00000359892
SLC45A1,9606.ENSP00000418096
SLC45A2,9606.ENSP00000296589
SLC45A3,9606.ENSP00000356113
SLC45A4,9606.ENSP00000428137
SLC46A1,9606.ENSP00000480703
SLC46A2,9606.ENSP00000363345
SLC46A3,9606.ENSP00000370192
SLC47A1,9606.ENSP00000270570
SLC47A2,9606.ENSP00000326671
SLC48A1,9606.ENSP00000415998
SLC49A3,9606.ENSP00000384616
SLC49A4,9606.ENSP00000261038
SLC4A1,9606.ENSP00000262418
SLC4A10,9606.ENSP00000393066
SLC4A11,9606.ENSP00000369399
SLC4A1AP,9606.ENSP00000479964
SLC4A2,9606.ENSP00000419412
SLC4A3,9606.ENSP00000273063
SLC4A4,9606.ENSP00000393557
SLC4A5,9606.ENSP00000251768
SLC4A7,9606.ENSP00000390394
SLC4A8,9606.ENSP00000405812
SLC4A9,9606.ENSP00000427661
SLC50A1,9606.ENSP00000357389
SLC51A,9606.ENSP00000296327
SLC51B,9606.ENSP00000335292
SLC52A1,9606.ENSP00000399979
SLC52A2,9606.ENSP00000496184
SLC52A3,9606.ENSP00000494009
SLC5A1,9606.ENSP00000266088
SLC5A10,9606.ENSP00000379008
SLC5A11,9606.ENSP00000289932
SLC5A12,9606.ENSP00000379326
SLC5A2,9606.ENSP00000327943
SLC5A3,9606.ENSP00000370543
SLC5A4,9606.ENSP00000266086
SLC5A5,9606.ENSP00000222248
SLC5A6,9606.ENSP00000310208
SLC5A7,9606.ENSP00000264047
SLC5A8,9606.ENSP00000445340
SLC5A9,9606.ENSP00000236495
SLC66A1,9606.ENSP00000364295
SLC66A1L,9606.ENSP00000413228
SLC66A2,9606.ENSP00000380880
SLC66A3,9606.ENSP00000295083
SLC6A1,9606.ENSP00000494136
SLC6A11,9606.ENSP00000254488
SLC6A12,9606.ENSP00000399136
SLC6A13,9606.ENSP00000339260
SLC6A14,9606.ENSP00000470801
SLC6A15,9606.ENSP00000266682
SLC6A16,9606.ENSP00000338627
SLC6A17,9606.ENSP00000330199
SLC6A18,9606.ENSP00000323549
SLC6A19,9606.ENSP00000305302
SLC6A2,9606.ENSP00000219833
SLC6A20,9606.ENSP00000346298
SLC6A3,9606.ENSP00000270349
SLC6A4,9606.ENSP00000261707
SLC6A5,9606.ENSP00000434364
SLC6A6,9606.ENSP00000481625
SLC6A7,9606.ENSP00000230671
SLC6A8,9606.ENSP00000253122
SLC6A9,9606.ENSP00000353791
SLC7A1,9606.ENSP00000370128
SLC7A10,9606.ENSP00000253188
SLC7A11,9606.ENSP00000280612
SLC7A13,9606.ENSP00000297524
SLC7A14,9606.ENSP00000231706
SLC7A2,9606.ENSP00000004531
SLC7A3,9606.ENSP00000363417
SLC7A4,9606.ENSP00000372390
SLC7A5,9606.ENSP00000261622
SLC7A6,9606.ENSP00000455064
SLC7A6OS,9606.ENSP00000263997
SLC7A7,9606.ENSP00000380666
SLC7A8,9606.ENSP00000320378
SLC7A9,9606.ENSP00000023064
SLC8A1,9606.ENSP00000384763
SLC8A2,9606.ENSP00000236877
SLC8A3,9606.ENSP00000370669
SLC8B1,9606.ENSP00000447091
SLC9A1,9606.ENSP00000263980
SLC9A2,9606.ENSP00000233969
SLC9A3,9606.ENSP00000264938
SLC9A3R1,9606.ENSP00000262613
SLC9A3R2,9606.ENSP00000408005
SLC9A4,9606.ENSP00000295269
SLC9A5,9606.ENSP00000299798
SLC9A6,9606.ENSP00000359729
SLC9A7,9606.ENSP00000480916
SLC9A8,9606.ENSP00000416418
SLC9A9,9606.ENSP00000320246
SLC9B1,9606.ENSP00000296422
SLC9B2,9606.ENSP00000378265
SLC9C1,9606.ENSP00000306627
SLC9C2,9606.ENSP00000356687
SLCO1A2,9606.ENSP00000305974
SLCO1B1,9606.ENSP00000256958
SLCO1B3,9606.ENSP00000261196
SLCO1B7,9606.ENSP00000394168
SLCO1C1,9606.ENSP00000444149
SLCO2A1,9606.ENSP00000311291
SLCO2B1,9606.ENSP00000289575
SLCO3A1,9606.ENSP00000320634
SLCO4A1,9606.ENSP00000217159
SLCO4C1,9606.ENSP00000309741
SLCO5A1,9606.ENSP00000260126
SLCO6A1,9606.ENSP00000421339
SLF1,9606.ENSP00000265140
SLF2,9606.ENSP00000359292
SLFN11,9606.ENSP00000378067
SLFN12,9606.ENSP00000378063
SLFN12L,9606.ENSP00000354412
SLFN13,9606.ENSP00000285013
SLFN14,9606.ENSP00000391101
SLFN5,9606.ENSP00000299977
SLFNL1,9606.ENSP00000352299
SLIRP,9606.ENSP00000450909
SLIT1,9606.ENSP00000266058
SLIT2,9606.ENSP00000422591
SLIT3,9606.ENSP00000332164
SLITRK1,9606.ENSP00000366288
SLITRK2,9606.ENSP00000334374
SLITRK3,9606.ENSP00000420091
SLITRK4,9606.ENSP00000349400
SLITRK5,9606.ENSP00000366283
SLITRK6,9606.ENSP00000495507
SLK,9606.ENSP00000358770
SLMAP,9606.ENSP00000499241
SLN,9606.ENSP00000435380
SLPI,9606.ENSP00000342082
SLTM,9606.ENSP00000369887
SLU7,9606.ENSP00000297151
SLURP1,9606.ENSP00000246515
SLURP2,9606.ENSP00000319846
SLX1A,9606.ENSP00000251303
SLX1B,9606.ENSP00000328940
SLX4,9606.ENSP00000294008
SLX4IP,9606.ENSP00000335557
SMAD1,9606.ENSP00000305769
SMAD2,9606.ENSP00000262160
SMAD3,9606.ENSP00000332973
SMAD4,9606.ENSP00000341551
SMAD5,9606.ENSP00000441954
SMAD6,9606.ENSP00000288840
SMAD7,9606.ENSP00000262158
SMAD9,9606.ENSP00000369154
SMAGP,9606.ENSP00000475068
SMAP1,9606.ENSP00000359484
SMAP2,9606.ENSP00000361803
SMARCA1,9606.ENSP00000360162
SMARCA2,9606.ENSP00000371638
SMARCA4,9606.ENSP00000343896
SMARCA5,9606.ENSP00000283131
SMARCAD1,9606.ENSP00000351947
SMARCAL1,9606.ENSP00000349823
SMARCB1,9606.ENSP00000340883
SMARCC1,9606.ENSP00000254480
SMARCC2,9606.ENSP00000449396
SMARCD1,9606.ENSP00000378414
SMARCD2,9606.ENSP00000392617
SMARCD3,9606.ENSP00000262188
SMARCE1,9606.ENSP00000323967
SMC1A,9606.ENSP00000323421
SMC1B,9606.ENSP00000350036
SMC2,9606.ENSP00000286398
SMC3,9606.ENSP00000354720
SMC4,9606.ENSP00000341382
SMC5,9606.ENSP00000354957
SMC6,9606.ENSP00000404092
SMCHD1,9606.ENSP00000326603
SMCO1,9606.ENSP00000380671
SMCO2,9606.ENSP00000387617
SMCO3,9606.ENSP00000381895
SMCO4,9606.ENSP00000298966
SMCP,9606.ENSP00000357754
SMCR8,9606.ENSP00000385025
SMDT1,9606.ENSP00000327467
SMG1,9606.ENSP00000402515
SMG5,9606.ENSP00000355261
SMG6,9606.ENSP00000263073
SMG7,9606.ENSP00000425133
SMG8,9606.ENSP00000438748
SMG9,9606.ENSP00000270066
SMIM1,9606.ENSP00000457386
SMIM10,9606.ENSP00000328335
SMIM10L1,9606.ENSP00000488907
SMIM10L2A,9606.ENSP00000488643
SMIM10L2B,9606.ENSP00000487709
SMIM11A,9606.ENSP00000498771
SMIM11B,9606.ENSP00000485484
SMIM12,9606.ENSP00000428585
SMIM13,9606.ENSP00000451866
SMIM14,9606.ENSP00000295958
SMIM15,9606.ENSP00000339324
SMIM17,9606.ENSP00000471126
SMIM18,9606.ENSP00000428858
SMIM19,9606.ENSP00000391549
SMIM2,9606.ENSP00000383270
SMIM20,9606.ENSP00000427407
SMIM21,9606.ENSP00000462106
SMIM22,9606.ENSP00000481592
SMIM23,9606.ENSP00000430818
SMIM24,9606.ENSP00000215531
SMIM26,9606.ENSP00000485316
SMIM27,9606.ENSP00000490275
SMIM28,9606.ENSP00000489939
SMIM29,9606.ENSP00000489784
SMIM3,9606.ENSP00000436897
SMIM30,9606.ENSP00000490095
SMIM31,9606.ENSP00000490699
SMIM32,9606.ENSP00000490028
SMIM33,9606.ENSP00000490796
SMIM34A,9606.ENSP00000397039
SMIM34B,9606.ENSP00000490209
SMIM35,9606.ENSP00000490666
SMIM36,9606.ENSP00000490644
SMIM38,9606.ENSP00000493332
SMIM39,9606.ENSP00000490782
SMIM4,9606.ENSP00000417806
SMIM40,9606.ENSP00000496397
SMIM41,9606.ENSP00000493663
SMIM5,9606.ENSP00000477017
SMIM6,9606.ENSP00000463361
SMIM7,9606.ENSP00000486146
SMIM8,9606.ENSP00000376603
SMIM9,9606.ENSP00000358542
SMKR1,9606.ENSP00000454370
SMLR1,9606.ENSP00000456026
SMN1,9606.ENSP00000370083
SMN2,9606.ENSP00000370119
SMNDC1,9606.ENSP00000358616
SMO,9606.ENSP00000249373
SMOC1,9606.ENSP00000355110
SMOC2,9606.ENSP00000346537
SMOX,9606.ENSP00000478305
SMPD1,9606.ENSP00000340409
SMPD2,9606.ENSP00000258052
SMPD3,9606.ENSP00000219334
SMPD4,9606.ENSP00000386531
SMPDL3A,9606.ENSP00000357425
SMPDL3B,9606.ENSP00000363001
SMPX,9606.ENSP00000368808
SMR3A,9606.ENSP00000226460
SMR3B,9606.ENSP00000481313
SMS,9606.ENSP00000385746
SMTN,9606.ENSP00000484398
SMTNL1,9606.ENSP00000432651
SMTNL2,9606.ENSP00000373964
SMU1,9606.ENSP00000380336
SMUG1,9606.ENSP00000424191
SMURF1,9606.ENSP00000354621
SMURF2,9606.ENSP00000262435
SMYD1,9606.ENSP00000393453
SMYD2,9606.ENSP00000355924
SMYD3,9606.ENSP00000419184
SMYD4,9606.ENSP00000304360
SMYD5,9606.ENSP00000374152
SNAI1,9606.ENSP00000244050
SNAI2,9606.ENSP00000020945
SNAI3,9606.ENSP00000327968
SNAP23,9606.ENSP00000249647
SNAP25,9606.ENSP00000254976
SNAP29,9606.ENSP00000215730
SNAP47,9606.ENSP00000314157
SNAP91,9606.ENSP00000400459
SNAPC1,9606.ENSP00000216294
SNAPC2,9606.ENSP00000221573
SNAPC3,9606.ENSP00000370200
SNAPC4,9606.ENSP00000298532
SNAPC5,9606.ENSP00000319597
SNAPIN,9606.ENSP00000357674
SNCA,9606.ENSP00000500990
SNCAIP,9606.ENSP00000261367
SNCB,9606.ENSP00000377296
SNCG,9606.ENSP00000361087
SND1,9606.ENSP00000346762
SNED1,9606.ENSP00000308893
SNF8,9606.ENSP00000421380
SNIP1,9606.ENSP00000296215
SNN,9606.ENSP00000329287
SNORC,9606.ENSP00000386804
SNPH,9606.ENSP00000371291
SNRK,9606.ENSP00000296088
SNRNP200,9606.ENSP00000317123
SNRNP25,9606.ENSP00000372482
SNRNP27,9606.ENSP00000244227
SNRNP35,9606.ENSP00000403310
SNRNP40,9606.ENSP00000263694
SNRNP48,9606.ENSP00000339834
SNRNP70,9606.ENSP00000472998
SNRPA,9606.ENSP00000243563
SNRPA1,9606.ENSP00000254193
SNRPB,9606.ENSP00000412566
SNRPB2,9606.ENSP00000246071
SNRPC,9606.ENSP00000244520
SNRPD1,9606.ENSP00000300413
SNRPD2,9606.ENSP00000342374
SNRPD3,9606.ENSP00000215829
SNRPE,9606.ENSP00000400591
SNRPF,9606.ENSP00000266735
SNRPG,9606.ENSP00000393388
SNRPN,9606.ENSP00000494831
SNTA1,9606.ENSP00000217381
SNTB1,9606.ENSP00000378965
SNTB2,9606.ENSP00000338191
SNTG1,9606.ENSP00000493900
SNTG2,9606.ENSP00000311837
SNTN,9606.ENSP00000341442
SNU13,9606.ENSP00000383949
SNUPN,9606.ENSP00000454852
SNURF,9606.ENSP00000463201
SNW1,9606.ENSP00000451129
SNX1,9606.ENSP00000261889
SNX10,9606.ENSP00000395474
SNX11,9606.ENSP00000377059
SNX12,9606.ENSP00000481314
SNX13,9606.ENSP00000398789
SNX14,9606.ENSP00000313121
SNX15,9606.ENSP00000366452
SNX16,9606.ENSP00000379621
SNX17,9606.ENSP00000233575
SNX18,9606.ENSP00000342276
SNX19,9606.ENSP00000265909
SNX2,9606.ENSP00000368831
SNX20,9606.ENSP00000332062
SNX21,9606.ENSP00000418593
SNX22,9606.ENSP00000323435
SNX24,9606.ENSP00000261369
SNX25,9606.ENSP00000426255
SNX27,9606.ENSP00000400333
SNX29,9606.ENSP00000456480
SNX3,9606.ENSP00000230085
SNX30,9606.ENSP00000363349
SNX31,9606.ENSP00000312368
SNX32,9606.ENSP00000310620
SNX33,9606.ENSP00000311427
SNX4,9606.ENSP00000251775
SNX5,9606.ENSP00000366998
SNX6,9606.ENSP00000498872
SNX7,9606.ENSP00000304429
SNX8,9606.ENSP00000222990
SNX9,9606.ENSP00000376024
SOAT1,9606.ENSP00000356591
SOAT2,9606.ENSP00000301466
SOBP,9606.ENSP00000318900
SOCS1,9606.ENSP00000496577
SOCS2,9606.ENSP00000481249
SOCS3,9606.ENSP00000330341
SOCS4,9606.ENSP00000452522
SOCS5,9606.ENSP00000305133
SOCS6,9606.ENSP00000381034
SOCS7,9606.ENSP00000499750
SOD1,9606.ENSP00000270142
SOD2,9606.ENSP00000446252
SOD2-2,9606.ENSP00000442920
SOD3,9606.ENSP00000371554
SOGA1,9606.ENSP00000237536
SOGA3,9606.ENSP00000434570
SOHLH1,9606.ENSP00000404438
SOHLH2,9606.ENSP00000369210
SON,9606.ENSP00000348984
SORBS1,9606.ENSP00000360293
SORBS2,9606.ENSP00000347852
SORBS3,9606.ENSP00000240123
SORCS1,9606.ENSP00000263054
SORCS2,9606.ENSP00000422185
SORCS3,9606.ENSP00000358715
SORD,9606.ENSP00000267814
SORL1,9606.ENSP00000260197
SORT1,9606.ENSP00000256637
SOS1,9606.ENSP00000384675
SOS2,9606.ENSP00000216373
SOST,9606.ENSP00000301691
SOSTDC1,9606.ENSP00000304930
SOWAHA,9606.ENSP00000367965
SOWAHB,9606.ENSP00000334879
SOWAHC,9606.ENSP00000365830
SOWAHD,9606.ENSP00000340975
SOX1,9606.ENSP00000330218
SOX10,9606.ENSP00000380093
SOX11,9606.ENSP00000322568
SOX12,9606.ENSP00000347646
SOX13,9606.ENSP00000356172
SOX14,9606.ENSP00000305343
SOX15,9606.ENSP00000355354
SOX17,9606.ENSP00000297316
SOX18,9606.ENSP00000341815
SOX2,9606.ENSP00000323588
SOX21,9606.ENSP00000366144
SOX3,9606.ENSP00000359567
SOX30,9606.ENSP00000265007
SOX4,9606.ENSP00000244745
SOX5,9606.ENSP00000398273
SOX6,9606.ENSP00000379644
SOX7,9606.ENSP00000301921
SOX8,9606.ENSP00000293894
SOX9,9606.ENSP00000245479
SP1,9606.ENSP00000329357
SP100,9606.ENSP00000343023
SP110,9606.ENSP00000258381
SP140,9606.ENSP00000375899
SP140L,9606.ENSP00000397911
SP2,9606.ENSP00000365931
SP3,9606.ENSP00000310301
SP4,9606.ENSP00000222584
SP5,9606.ENSP00000364430
SP6,9606.ENSP00000438209
SP7,9606.ENSP00000443827
SP8,9606.ENSP00000408792
SP9,9606.ENSP00000378418
SPA17,9606.ENSP00000432305
SPAAR,9606.ENSP00000490187
SPACA1,9606.ENSP00000237201
SPACA3,9606.ENSP00000269053
SPACA4,9606.ENSP00000312774
SPACA5,9606.ENSP00000305847
SPACA5B,9606.ENSP00000304762
SPACA6,9606.ENSP00000490829
SPACA7,9606.ENSP00000283550
SPACA9,9606.ENSP00000361209
SPAG1,9606.ENSP00000373450
SPAG11A,9606.ENSP00000316012
SPAG11B,9606.ENSP00000381480
SPAG16,9606.ENSP00000332592
SPAG17,9606.ENSP00000337804
SPAG4,9606.ENSP00000363391
SPAG5,9606.ENSP00000323300
SPAG6,9606.ENSP00000365811
SPAG7,9606.ENSP00000206020
SPAG8,9606.ENSP00000340982
SPAG9,9606.ENSP00000262013
SPAM1,9606.ENSP00000345849
SPANXA1,9606.ENSP00000359550
SPANXA2,9606.ENSP00000359549
SPANXB1,9606.ENSP00000405202
SPANXC,9606.ENSP00000351884
SPANXD,9606.ENSP00000359546
SPANXN1,9606.ENSP00000359524
SPANXN2,9606.ENSP00000470584
SPANXN3,9606.ENSP00000359534
SPANXN4,9606.ENSP00000405210
SPANXN5,9606.ENSP00000364661
SPARC,9606.ENSP00000231061
SPARCL1,9606.ENSP00000414856
SPART,9606.ENSP00000414147
SPAST,9606.ENSP00000320885
SPATA1,9606.ENSP00000492019
SPATA12,9606.ENSP00000335392
SPATA13,9606.ENSP00000398560
SPATA16,9606.ENSP00000341765
SPATA17,9606.ENSP00000355900
SPATA18,9606.ENSP00000295213
SPATA19,9606.ENSP00000299140
SPATA2,9606.ENSP00000416799
SPATA20,9606.ENSP00000006658
SPATA21,9606.ENSP00000335612
SPATA22,9606.ENSP00000459580
SPATA24,9606.ENSP00000414920
SPATA25,9606.ENSP00000361597
SPATA2L,9606.ENSP00000289805
SPATA3,9606.ENSP00000388895
SPATA31A1,9606.ENSP00000498856
SPATA31A3,9606.ENSP00000485118
SPATA31A5,9606.ENSP00000485628
SPATA31A6,9606.ENSP00000329825
SPATA31A7,9606.ENSP00000484807
SPATA31D1,9606.ENSP00000341988
SPATA31D3,9606.ENSP00000488117
SPATA31D4,9606.ENSP00000488251
SPATA31E1,9606.ENSP00000322640
SPATA32,9606.ENSP00000331532
SPATA33,9606.ENSP00000462996
SPATA4,9606.ENSP00000280191
SPATA45,9606.ENSP00000419160
SPATA46,9606.ENSP00000356912
SPATA48,9606.ENSP00000297001
SPATA5,9606.ENSP00000274008
SPATA5L1,9606.ENSP00000305494
SPATA6,9606.ENSP00000360913
SPATA6L,9606.ENSP00000417063
SPATA7,9606.ENSP00000377176
SPATA9,9606.ENSP00000274432
SPATC1,9606.ENSP00000366690
SPATC1L,9606.ENSP00000291672
SPATS1,9606.ENSP00000501191
SPATS2,9606.ENSP00000448228
SPATS2L,9606.ENSP00000482515
SPC24,9606.ENSP00000465075
SPC25,9606.ENSP00000282074
SPCS1,9606.ENSP00000233025
SPCS2,9606.ENSP00000263672
SPCS3,9606.ENSP00000427463
SPDEF,9606.ENSP00000363149
SPDL1,9606.ENSP00000265295
SPDYA,9606.ENSP00000335628
SPDYC,9606.ENSP00000366390
SPDYE1,9606.ENSP00000258704
SPDYE11,9606.ENSP00000498510
SPDYE14,9606.ENSP00000498497
SPDYE16,9606.ENSP00000487772
SPDYE17,9606.ENSP00000501047
SPDYE2,9606.ENSP00000421686
SPDYE21P,9606.ENSP00000498431
SPDYE2B,9606.ENSP00000424058
SPDYE3,9606.ENSP00000329565
SPDYE4,9606.ENSP00000329522
SPDYE5,9606.ENSP00000485398
SPDYE6,9606.ENSP00000485230
SPDYE8P,9606.ENSP00000498819
SPDYE9P,9606.ENSP00000498945
SPECC1,9606.ENSP00000261503
SPECC1L,9606.ENSP00000325785
SPEF1,9606.ENSP00000369080
SPEF2,9606.ENSP00000348314
SPEG,9606.ENSP00000311684
SPEGNB,9606.ENSP00000498687
SPEGNB-2,9606.ENSP00000390353
SPEM1,9606.ENSP00000315554
SPEM2,9606.ENSP00000328061
SPEM3,9606.ENSP00000490274
SPEN,9606.ENSP00000364912
SPESP1,9606.ENSP00000312284
SPG11,9606.ENSP00000261866
SPG21,9606.ENSP00000204566
SPG7,9606.ENSP00000495795
SPHAR,9606.ENSP00000355649
SPHK1,9606.ENSP00000313681
SPHK2,9606.ENSP00000469158
SPHKAP,9606.ENSP00000375909
SPI1,9606.ENSP00000227163
SPIB,9606.ENSP00000471921
SPIC,9606.ENSP00000448580
SPICE1,9606.ENSP00000295872
SPIDR,9606.ENSP00000297423
SPIN1,9606.ENSP00000365019
SPIN2A,9606.ENSP00000364043
SPIN2B,9606.ENSP00000335008
SPIN3,9606.ENSP00000492795
SPIN4,9606.ENSP00000364018
SPINDOC,9606.ENSP00000294244
SPINK1,9606.ENSP00000296695
SPINK13,9606.ENSP00000421048
SPINK14,9606.ENSP00000349459
SPINK2,9606.ENSP00000425961
SPINK4,9606.ENSP00000369045
SPINK5,9606.ENSP00000352936
SPINK6,9606.ENSP00000481309
SPINK7,9606.ENSP00000274565
SPINK8,9606.ENSP00000407497
SPINK9,9606.ENSP00000367139
SPINT1,9606.ENSP00000342098
SPINT2,9606.ENSP00000301244
SPINT3,9606.ENSP00000217428
SPINT4,9606.ENSP00000279058
SPIRE1,9606.ENSP00000387266
SPIRE2,9606.ENSP00000367494
SPN,9606.ENSP00000498852
SPNS1,9606.ENSP00000309945
SPNS2,9606.ENSP00000333292
SPNS3,9606.ENSP00000347721
SPO11,9606.ENSP00000360310
SPOCD1,9606.ENSP00000353670
SPOCK1,9606.ENSP00000378401
SPOCK2,9606.ENSP00000321108
SPOCK3,9606.ENSP00000349677
SPON1,9606.ENSP00000460236
SPON2,9606.ENSP00000483599
SPOP,9606.ENSP00000377001
SPOPL,9606.ENSP00000280098
SPOUT1,9606.ENSP00000354812
SPP1,9606.ENSP00000378517
SPP2,9606.ENSP00000168148
SPPL2A,9606.ENSP00000261854
SPPL2B,9606.ENSP00000478298
SPPL2C,9606.ENSP00000332488
SPPL3,9606.ENSP00000288680
SPR,9606.ENSP00000234454
SPRED1,9606.ENSP00000299084
SPRED2,9606.ENSP00000348753
SPRED3,9606.ENSP00000345405
SPRN,9606.ENSP00000433712
SPRR1A,9606.ENSP00000357751
SPRR1B,9606.ENSP00000306461
SPRR2A,9606.ENSP00000376423
SPRR2B,9606.ENSP00000357744
SPRR2D,9606.ENSP00000357746
SPRR2E,9606.ENSP00000357740
SPRR2F,9606.ENSP00000418193
SPRR2G,9606.ENSP00000357737
SPRR3,9606.ENSP00000330391
SPRR4,9606.ENSP00000332163
SPRR5,9606.ENSP00000489807
SPRTN,9606.ENSP00000295050
SPRY1,9606.ENSP00000481675
SPRY2,9606.ENSP00000366306
SPRY3,9606.ENSP00000302978
SPRY4,9606.ENSP00000344967
SPRYD3,9606.ENSP00000301463
SPRYD4,9606.ENSP00000338034
SPRYD7,9606.ENSP00000354774
SPSB1,9606.ENSP00000330221
SPSB2,9606.ENSP00000428338
SPSB3,9606.ENSP00000457206
SPSB4,9606.ENSP00000311609
SPTA1,9606.ENSP00000495214
SPTAN1,9606.ENSP00000487444
SPTB,9606.ENSP00000495909
SPTBN1,9606.ENSP00000349259
SPTBN2,9606.ENSP00000432568
SPTBN4,9606.ENSP00000469242
SPTBN5,9606.ENSP00000317790
SPTLC1,9606.ENSP00000262554
SPTLC2,9606.ENSP00000216484
SPTLC3,9606.ENSP00000381968
SPTSSA,9606.ENSP00000298130
SPTSSB,9606.ENSP00000352097
SPTY2D1,9606.ENSP00000337991
SPTY2D1OS,9606.ENSP00000489616
SPX,9606.ENSP00000256969
SPZ1,9606.ENSP00000369611
SQLE,9606.ENSP00000265896
SQOR,9606.ENSP00000456019
SQSTM1,9606.ENSP00000374455
SRA1,9606.ENSP00000337513
SRARP,9606.ENSP00000332162
SRBD1,9606.ENSP00000263736
SRC,9606.ENSP00000362680
SRCAP,9606.ENSP00000262518
SRCIN1,9606.ENSP00000484715
SRD5A1,9606.ENSP00000274192
SRD5A2,9606.ENSP00000477587
SRD5A3,9606.ENSP00000264228
SREBF1,9606.ENSP00000348069
SREBF2,9606.ENSP00000354476
SREK1,9606.ENSP00000334538
SREK1IP1,9606.ENSP00000427401
SRF,9606.ENSP00000265354
SRFBP1,9606.ENSP00000341324
SRGAP1,9606.ENSP00000347198
SRGAP2,9606.ENSP00000459615
SRGAP2B,9606.ENSP00000493121
SRGAP2C,9606.ENSP00000478290
SRGAP3,9606.ENSP00000373347
SRGN,9606.ENSP00000242465
SRI,9606.ENSP00000265729
SRL,9606.ENSP00000382518
SRM,9606.ENSP00000366156
SRMS,9606.ENSP00000217188
SRP14,9606.ENSP00000267884
SRP19,9606.ENSP00000424870
SRP54,9606.ENSP00000451818
SRP68,9606.ENSP00000312066
SRP72,9606.ENSP00000495128
